,phi_b,phi_g,phi_b_f,phi_g_f,rho_g,rho_g_f
0,0.23686028376217727,0.07576202852338265,0.23687316734381555,0.07576962898803821,0.9242512564125648,0.9242505380574076
1,0.23686028376217727,0.07576202852338265,0.23687316734381555,0.07576962898803821,0.9242512564125648,0.9242505380574076
2,0.23686028376217727,0.07576202852338265,0.23687316734381555,0.07576962898803821,0.9242512564125648,0.9242505380574076
3,0.3153126396667078,0.06445709421727448,0.3887013544402489,0.08937268577687521,0.909612988613023,0.9381419585158899
4,0.3153126396667078,0.06445709421727448,0.3887013544402489,0.08937268577687521,0.909612988613023,0.9381419585158899
5,0.3153126396667078,0.06445709421727448,0.3887013544402489,0.08937268577687521,0.909612988613023,0.9381419585158899
6,0.3153126396667078,0.06445709421727448,0.3887013544402489,0.08937268577687521,0.909612988613023,0.9381419585158899
7,0.3153126396667078,0.06445709421727448,0.3887013544402489,0.08937268577687521,0.909612988613023,0.9381419585158899
8,0.3044236269198899,0.07442720700308933,0.3679924186108609,0.06436980870734406,0.9483118666958645,0.9422037441382479
9,0.3044236269198899,0.07442720700308933,0.3679924186108609,0.06436980870734406,0.9483118666958645,0.9422037441382479
10,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
11,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
12,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
13,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
14,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
15,0.22682696556890347,0.09273586594765094,0.4117107339851054,0.07576135481464309,0.9635981325669413,0.9258524113225891
16,0.19328953637547935,0.051507655729656356,0.38917387778928497,0.0798737421643894,0.953601335064196,0.9365477386059455
17,0.19328953637547935,0.051507655729656356,0.38917387778928497,0.0798737421643894,0.953601335064196,0.9365477386059455
18,0.19328953637547935,0.051507655729656356,0.38917387778928497,0.0798737421643894,0.953601335064196,0.9365477386059455
19,0.19328953637547935,0.051507655729656356,0.38917387778928497,0.0798737421643894,0.953601335064196,0.9365477386059455
20,0.19328953637547935,0.051507655729656356,0.38917387778928497,0.0798737421643894,0.953601335064196,0.9365477386059455
21,0.18365723449696567,0.05422597189479436,0.4736269586265901,0.07163259249090463,0.9523344410142665,0.9421070024521603
22,0.3297012781584697,0.06002684817765216,0.42136742062747623,0.09412362417597625,0.9553503847007486,0.93371785871302
23,0.3297012781584697,0.06002684817765216,0.42136742062747623,0.09412362417597625,0.9553503847007486,0.93371785871302
24,0.2959815339280084,0.07168208419700862,0.41057203189161867,0.08825140170822199,0.9535534772029288,0.9264732757750956
25,0.2959815339280084,0.07168208419700862,0.41057203189161867,0.08825140170822199,0.9535534772029288,0.9264732757750956
26,0.30699380328792597,0.08519000697926357,0.41930361846596953,0.09434436967765185,0.9548151412781748,0.9315673407931729
27,0.23075003216836731,0.09780896607260678,0.3571919905601171,0.12834239614132475,0.9664611070297024,0.9475153846319371
28,0.26626156958249947,0.09033865314260645,0.47048878339148414,0.15629653321251144,0.9548849957007983,0.9218117626534219
29,0.3029132654188586,0.08681083489448124,0.5044868640973847,0.14126409516067043,0.9098110575172443,0.9233703465567438
30,0.10352631058454215,0.09703905823423184,0.4770335139589535,0.1435037261962197,0.9354782779727863,0.8967299003012315
31,0.10352631058454215,0.09703905823423184,0.4770335139589535,0.1435037261962197,0.9354782779727863,0.8967299003012315
32,0.10352631058454215,0.09703905823423184,0.4770335139589535,0.1435037261962197,0.9354782779727863,0.8967299003012315
33,0.1132692114842195,0.1621793095947796,0.5001733713102352,0.14616537979346847,0.9108339004105189,0.8803891463342589
34,0.24658165866055848,0.1755062199915426,0.5490457389599515,0.11338898451129384,0.9064504041887499,0.8846720897951738
35,0.23928890394342225,0.12597657099229195,0.5511889499153946,0.08723157276241741,0.922911668590193,0.8704700335688179
36,0.23928890394342225,0.12597657099229195,0.5511889499153946,0.08723157276241741,0.922911668590193,0.8704700335688179
37,0.23928890394342225,0.12597657099229195,0.5511889499153946,0.08723157276241741,0.922911668590193,0.8704700335688179
38,0.11891818788060082,0.09248473980861541,0.39834835448296,0.05353781030942791,0.9197328065245172,0.8473175081872529
39,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
40,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
41,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
42,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
43,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
44,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
45,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
46,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
47,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
48,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
49,0.10468194214077398,0.09061204871935317,0.3951624575185854,0.10171349152729658,0.9102783765207036,0.9154133016931768
50,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
51,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
52,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
53,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
54,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
55,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
56,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
57,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
58,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
59,0.10682159956232903,0.10356971755420821,0.38062109548985407,0.08678314590041787,0.9067523514696305,0.9158075532209017
