,phi_b_uk,phi_g_uk,rho_g_uk
0,0.004655903639243165,0.006227497428703028,0.19548429516723492
1,0.004655903639243165,0.006227497428703028,0.19548429516723492
2,0.004655903639243165,0.006227497428703028,0.19548429516723492
3,0.004462062308086541,0.005090358778253434,0.3112905516663251
4,0.004462062308086541,0.005090358778253434,0.3112905516663251
5,0.004462062308086541,0.005090358778253434,0.3112905516663251
6,0.004462062308086541,0.005090358778253434,0.3112905516663251
7,0.004462062308086541,0.005090358778253434,0.3112905516663251
8,0.003407956600625146,0.004720739808787202,0.29521693593959086
9,0.003407956600625146,0.004720739808787202,0.29521693593959086
10,0.004397116062883203,0.010721807802479697,0.18067361929766051
11,0.004397116062883203,0.010721807802479697,0.18067361929766051
12,0.004397116062883203,0.010721807802479697,0.18067361929766051
13,0.004397116062883203,0.010721807802479697,0.18067361929766051
14,0.004397116062883203,0.010721807802479697,0.18067361929766051
15,0.003267718948928932,0.003407585212384381,0.12178946305682475
16,0.004073121499384064,0.0034733386723845815,0.07228401337046719
17,0.004073121499384064,0.0034733386723845815,0.07228401337046719
18,0.002644828699953129,0.008273157829905514,0.22467846795135077
19,0.003443295240577939,0.008451895634502063,0.17927789740459957
20,0.003443295240577939,0.008451895634502063,0.17927789740459957
21,0.003443295240577939,0.008451895634502063,0.17927789740459957
22,0.003443295240577939,0.008451895634502063,0.17927789740459957
23,0.003443295240577939,0.008451895634502063,0.17927789740459957
24,0.003443295240577939,0.008451895634502063,0.17927789740459957
25,0.003443295240577939,0.008451895634502063,0.17927789740459957
26,0.0038356336723061176,0.004873304820599436,0.19217193552259687
27,0.004485852855191378,0.007502027496541044,0.10049658956057113
28,0.004485852855191378,0.007502027496541044,0.10049658956057113
29,0.004485852855191378,0.007502027496541044,0.10049658956057113
30,0.004485852855191378,0.007502027496541044,0.10049658956057113
31,0.004485852855191378,0.007502027496541044,0.10049658956057113
32,0.004485852855191378,0.007502027496541044,0.10049658956057113
33,0.005018577244884281,0.006863194552854102,0.11492288403735713
34,0.005018577244884281,0.006863194552854102,0.11492288403735713
35,0.005018577244884281,0.006863194552854102,0.11492288403735713
36,0.005018577244884281,0.006863194552854102,0.11492288403735713
37,0.005018577244884281,0.006863194552854102,0.11492288403735713
38,0.005018577244884281,0.006863194552854102,0.11492288403735713
39,0.005018577244884281,0.006863194552854102,0.11492288403735713
40,0.005018577244884281,0.006863194552854102,0.11492288403735713
41,0.005018577244884281,0.006863194552854102,0.11492288403735713
42,0.005018577244884281,0.006863194552854102,0.11492288403735713
43,0.004593781386606868,0.009199516836846642,0.3649965106679666
44,0.004593781386606868,0.009199516836846642,0.3649965106679666
45,0.004593781386606868,0.009199516836846642,0.3649965106679666
46,0.004593781386606868,0.009199516836846642,0.3649965106679666
47,0.004593781386606868,0.009199516836846642,0.3649965106679666
48,0.004593781386606868,0.009199516836846642,0.3649965106679666
49,0.003055912347826304,0.008932916081220474,0.36298050930325154
50,0.00343846756200264,0.005696335115603525,0.36613872241959244
51,0.00343846756200264,0.005696335115603525,0.36613872241959244
52,0.00343846756200264,0.005696335115603525,0.36613872241959244
53,0.00343846756200264,0.005696335115603525,0.36613872241959244
54,0.0027553683444190426,0.007046539037579125,0.2298660592046706
55,0.0027553683444190426,0.007046539037579125,0.2298660592046706
56,0.0027553683444190426,0.007046539037579125,0.2298660592046706
57,0.0027553683444190426,0.007046539037579125,0.2298660592046706
58,0.0027553683444190426,0.007046539037579125,0.2298660592046706
59,0.0027553683444190426,0.007046539037579125,0.2298660592046706
60,0.0027553683444190426,0.007046539037579125,0.2298660592046706
61,0.0027553683444190426,0.007046539037579125,0.2298660592046706
62,0.003585204693314802,0.004525590976097258,0.2561589621187066
63,0.003585204693314802,0.004525590976097258,0.2561589621187066
64,0.004243842329753784,0.007290614950939472,0.24047701610681588
65,0.004243842329753784,0.007290614950939472,0.24047701610681588
66,0.004243842329753784,0.007290614950939472,0.24047701610681588
67,0.004243842329753784,0.007290614950939472,0.24047701610681588
68,0.004243842329753784,0.007290614950939472,0.24047701610681588
69,0.004106899256521308,0.0027366469349562415,0.206368332806072
70,0.004106899256521308,0.0027366469349562415,0.206368332806072
71,0.004664270373681018,0.004837980587518463,0.2951400541512624
72,0.004664270373681018,0.004837980587518463,0.2951400541512624
73,0.004664270373681018,0.004837980587518463,0.2951400541512624
74,0.004664270373681018,0.004837980587518463,0.2951400541512624
75,0.004664270373681018,0.004837980587518463,0.2951400541512624
76,0.004664270373681018,0.004837980587518463,0.2951400541512624
77,0.004664270373681018,0.004837980587518463,0.2951400541512624
78,0.004664270373681018,0.004837980587518463,0.2951400541512624
79,0.004664270373681018,0.004837980587518463,0.2951400541512624
80,0.004664270373681018,0.004837980587518463,0.2951400541512624
81,0.004664270373681018,0.004837980587518463,0.2951400541512624
82,0.004664270373681018,0.004837980587518463,0.2951400541512624
83,0.004664270373681018,0.004837980587518463,0.2951400541512624
84,0.004402442928978039,0.005933165592656312,0.3115384682078767
85,0.004402442928978039,0.005933165592656312,0.3115384682078767
86,0.004402442928978039,0.005933165592656312,0.3115384682078767
87,0.004402442928978039,0.005933165592656312,0.3115384682078767
88,0.0038048545125253033,0.006333681794757719,0.30157001695623475
89,0.0038048545125253033,0.006333681794757719,0.30157001695623475
90,0.0038048545125253033,0.006333681794757719,0.30157001695623475
91,0.0038048545125253033,0.006333681794757719,0.30157001695623475
92,0.0038048545125253033,0.006333681794757719,0.30157001695623475
93,0.004450352135190065,0.006983318225271156,0.13063183938091674
94,0.005181709151572023,0.007129165579179428,0.1214160379976475
95,0.005181709151572023,0.007129165579179428,0.1214160379976475
96,0.005181709151572023,0.007129165579179428,0.1214160379976475
97,0.004542169608646213,0.005704297112617487,0.23463028681470813
98,0.004542169608646213,0.005704297112617487,0.23463028681470813
99,0.004542169608646213,0.005704297112617487,0.23463028681470813
100,0.004542169608646213,0.005704297112617487,0.23463028681470813
101,0.004542169608646213,0.005704297112617487,0.23463028681470813
102,0.004542169608646213,0.005704297112617487,0.23463028681470813
103,0.004542169608646213,0.005704297112617487,0.23463028681470813
104,0.004542169608646213,0.005704297112617487,0.23463028681470813
105,0.004542169608646213,0.005704297112617487,0.23463028681470813
106,0.004542169608646213,0.005704297112617487,0.23463028681470813
107,0.004542169608646213,0.005704297112617487,0.23463028681470813
108,0.004542169608646213,0.005704297112617487,0.23463028681470813
109,0.004542169608646213,0.005704297112617487,0.23463028681470813
110,0.004542169608646213,0.005704297112617487,0.23463028681470813
111,0.005338166274789492,0.007880894562546639,0.14829401560229105
112,0.005338166274789492,0.007880894562546639,0.14829401560229105
113,0.004826163560306029,0.008300883325871974,0.23175534479358467
114,0.004826163560306029,0.008300883325871974,0.23175534479358467
115,0.004826163560306029,0.008300883325871974,0.23175534479358467
116,0.004826163560306029,0.008300883325871974,0.23175534479358467
117,0.004826163560306029,0.008300883325871974,0.23175534479358467
118,0.0043596939226679884,0.008530028552908504,0.1672833365156564
119,0.0043596939226679884,0.008530028552908504,0.1672833365156564
120,0.004249434492057312,0.006044144151419159,0.3752184886301938
121,0.004370626202278896,0.006319050007640889,0.3896345247536024
122,0.004370626202278896,0.006319050007640889,0.3896345247536024
123,0.004370626202278896,0.006319050007640889,0.3896345247536024
124,0.004370626202278896,0.006319050007640889,0.3896345247536024
125,0.004225043232919536,0.00971779972379109,0.3859851174277506
126,0.004225043232919536,0.00971779972379109,0.3859851174277506
127,0.004225043232919536,0.00971779972379109,0.3859851174277506
128,0.004225043232919536,0.00971779972379109,0.3859851174277506
129,0.004225043232919536,0.00971779972379109,0.3859851174277506
130,0.003706220335387552,0.0073871446620964515,0.5761555189711838
131,0.003706220335387552,0.0073871446620964515,0.5761555189711838
132,0.003706220335387552,0.0073871446620964515,0.5761555189711838
133,0.003706220335387552,0.0073871446620964515,0.5761555189711838
134,0.0038203450305951472,0.005354566878187167,0.610672039291857
135,0.0038203450305951472,0.005354566878187167,0.610672039291857
136,0.0038203450305951472,0.005354566878187167,0.610672039291857
137,0.0038203450305951472,0.005354566878187167,0.610672039291857
138,0.0038203450305951472,0.005354566878187167,0.610672039291857
139,0.0032621650489015703,0.010274286474821166,0.49140205090333766
140,0.0032621650489015703,0.010274286474821166,0.49140205090333766
141,0.0032621650489015703,0.010274286474821166,0.49140205090333766
142,0.0034196731621034,0.00819448369954168,0.625628464856425
143,0.004567087050077967,0.00784313266091584,0.4689766500163802
144,0.004567087050077967,0.00784313266091584,0.4689766500163802
145,0.004417506044891572,0.005459641648061729,0.47653446204059796
146,0.004417506044891572,0.005459641648061729,0.47653446204059796
147,0.0037511363554054477,0.006709328325811788,0.26336808587014415
148,0.0032825527523357625,0.006505539628737728,0.148860361850492
149,0.0032825527523357625,0.006505539628737728,0.148860361850492
150,0.0032825527523357625,0.006505539628737728,0.148860361850492
151,0.0032825527523357625,0.006505539628737728,0.148860361850492
152,0.0032825527523357625,0.006505539628737728,0.148860361850492
153,0.0032825527523357625,0.006505539628737728,0.148860361850492
154,0.0032825527523357625,0.006505539628737728,0.148860361850492
155,0.0032825527523357625,0.006505539628737728,0.148860361850492
156,0.0032825527523357625,0.006505539628737728,0.148860361850492
157,0.0032825527523357625,0.006505539628737728,0.148860361850492
158,0.0032825527523357625,0.006505539628737728,0.148860361850492
159,0.0032825527523357625,0.006505539628737728,0.148860361850492
160,0.0032825527523357625,0.006505539628737728,0.148860361850492
161,0.0032825527523357625,0.006505539628737728,0.148860361850492
162,0.0032825527523357625,0.006505539628737728,0.148860361850492
163,0.0032825527523357625,0.006505539628737728,0.148860361850492
164,0.0032825527523357625,0.006505539628737728,0.148860361850492
165,0.0032825527523357625,0.006505539628737728,0.148860361850492
166,0.0032825527523357625,0.006505539628737728,0.148860361850492
167,0.0032825527523357625,0.006505539628737728,0.148860361850492
168,0.0029296610756402025,0.009490118067376744,0.17069354817662796
169,0.0023379936848932003,0.008457309454975553,0.24582575747803587
170,0.0023379936848932003,0.008457309454975553,0.24582575747803587
171,0.0025713878227445353,0.009555729028999553,0.30046396469449066
172,0.0028556454205188406,0.006306677000464379,0.2821444418306749
173,0.0028556454205188406,0.006306677000464379,0.2821444418306749
174,0.004285214300900465,0.008480738705294394,0.263787934294723
175,0.004285214300900465,0.008480738705294394,0.263787934294723
176,0.004285214300900465,0.008480738705294394,0.263787934294723
177,0.004285214300900465,0.008480738705294394,0.263787934294723
178,0.004285214300900465,0.008480738705294394,0.263787934294723
179,0.004285214300900465,0.008480738705294394,0.263787934294723
180,0.0035873098299254156,0.0064947420616744385,0.3764719426285202
181,0.0035873098299254156,0.0064947420616744385,0.3764719426285202
182,0.003639464718959248,0.007938597856512353,0.34727082619764305
183,0.003639464718959248,0.007938597856512353,0.34727082619764305
184,0.003639464718959248,0.007938597856512353,0.34727082619764305
185,0.003639464718959248,0.007938597856512353,0.34727082619764305
186,0.003338702926523891,0.004310611742607179,0.3725892582120149
187,0.003338702926523891,0.004310611742607179,0.3725892582120149
188,0.0029335711921967627,0.009369365432985582,0.2993210373377408
189,0.004115171160965714,0.006516337137711105,0.12199903103842866
190,0.004047213798650948,0.007211565211837188,0.17762141766540204
191,0.004047213798650948,0.007211565211837188,0.17762141766540204
192,0.004047213798650948,0.007211565211837188,0.17762141766540204
193,0.004047213798650948,0.007211565211837188,0.17762141766540204
194,0.004047213798650948,0.007211565211837188,0.17762141766540204
195,0.004047213798650948,0.007211565211837188,0.17762141766540204
196,0.003825781188250492,0.004549938011406268,0.11404309322767596
197,0.003825781188250492,0.004549938011406268,0.11404309322767596
198,0.003825781188250492,0.004549938011406268,0.11404309322767596
199,0.003825781188250492,0.004549938011406268,0.11404309322767596
200,0.003825781188250492,0.004549938011406268,0.11404309322767596
201,0.003825781188250492,0.004549938011406268,0.11404309322767596
202,0.003825781188250492,0.004549938011406268,0.11404309322767596
203,0.003825781188250492,0.004549938011406268,0.11404309322767596
204,0.003825781188250492,0.004549938011406268,0.11404309322767596
205,0.003825781188250492,0.004549938011406268,0.11404309322767596
206,0.003825781188250492,0.004549938011406268,0.11404309322767596
207,0.003825781188250492,0.004549938011406268,0.11404309322767596
208,0.003825781188250492,0.004549938011406268,0.11404309322767596
