,chi_pi,chi_y,chi_pi_ruk,chi_y_ruk
0,0.07284881252598321,0.052237377160065705,0.9187775504499404,0.8712947035427491
1,0.07087081027373397,0.05902084168846652,0.9103511522424768,0.8714756450796751
2,0.07404327031643809,0.05427917830503659,0.9080584027589538,0.8615142154460347
3,0.07248851999869683,0.046135131064917026,0.908259676809829,0.8636473465195046
4,0.07248851999869683,0.046135131064917026,0.908259676809829,0.8636473465195046
5,0.07248851999869683,0.046135131064917026,0.908259676809829,0.8636473465195046
6,0.07679621371518729,0.04877837130060334,0.9115053325660267,0.8702818664993434
7,0.07679621371518729,0.04877837130060334,0.9115053325660267,0.8702818664993434
8,0.07226088428357821,0.043958855651467434,0.9190812617125855,0.8699738350943927
9,0.06988675311975838,0.04416776214893199,0.922095635270212,0.8732541803381317
10,0.0639805203553347,0.04270853083037135,0.9256191546276589,0.8604694179343622
11,0.07649338602035749,0.04302894205629686,0.9272205872742264,0.8657961529004469
12,0.09026667767271501,0.0459965491850501,0.91760136322545,0.8597158905694546
13,0.09026667767271501,0.0459965491850501,0.91760136322545,0.8597158905694546
14,0.09026667767271501,0.0459965491850501,0.91760136322545,0.8597158905694546
15,0.08867901658080729,0.04488605378431977,0.9203136337500335,0.8595037708275794
16,0.08867901658080729,0.04488605378431977,0.9203136337500335,0.8595037708275794
17,0.0831866619243705,0.04461583991923551,0.9176771396138301,0.8511293130758971
18,0.08518458922749308,0.04142235518568729,0.9049732588773425,0.8506099315402684
19,0.08518458922749308,0.04142235518568729,0.9049732588773425,0.8506099315402684
20,0.08996542404957512,0.04007994911954272,0.9068008681785855,0.8600635704512533
21,0.08996542404957512,0.04007994911954272,0.9068008681785855,0.8600635704512533
22,0.08648718991622383,0.03540185408970911,0.9074401016277018,0.8633322165448366
23,0.08648718991622383,0.03540185408970911,0.9074401016277018,0.8633322165448366
24,0.08648718991622383,0.03540185408970911,0.9074401016277018,0.8633322165448366
25,0.08648718991622383,0.03540185408970911,0.9074401016277018,0.8633322165448366
26,0.08648718991622383,0.03540185408970911,0.9074401016277018,0.8633322165448366
27,0.08675393846489778,0.03170406768281926,0.9187376321913976,0.8647748084320702
28,0.09436898542623993,0.03516585074476673,0.9281056334528105,0.8590628919669063
29,0.09436898542623993,0.03516585074476673,0.9281056334528105,0.8590628919669063
30,0.09436898542623993,0.03516585074476673,0.9281056334528105,0.8590628919669063
31,0.09912878767937106,0.03162277568912615,0.9244124714040942,0.8595370233820415
32,0.09912878767937106,0.03162277568912615,0.9244124714040942,0.8595370233820415
33,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
34,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
35,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
36,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
37,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
38,0.09512979386336573,0.03395858609610479,0.9228064958674351,0.8648330846041474
39,0.09733516047691324,0.03340504874556613,0.9246218555982059,0.8510487587841177
40,0.09733516047691324,0.03340504874556613,0.9246218555982059,0.8510487587841177
41,0.1013889652681397,0.0358148027568528,0.9359875279145368,0.8518651130927224
42,0.10498532395398466,0.028750363679955853,0.9464971703647062,0.8490874637909747
43,0.10635347864081582,0.02772585081083171,0.946718156606862,0.8374156522978038
44,0.10635347864081582,0.02772585081083171,0.946718156606862,0.8374156522978038
45,0.10635347864081582,0.02772585081083171,0.946718156606862,0.8374156522978038
46,0.10475825052294539,0.02339248865233659,0.9454040331657317,0.8471225335596887
47,0.10206922251013836,0.019459681188231805,0.9470977786990866,0.8523488904817591
48,0.10206922251013836,0.019459681188231805,0.9470977786990866,0.8523488904817591
49,0.10348483505094373,0.019522008689811843,0.9458144220085679,0.8562529568993996
50,0.10348483505094373,0.019522008689811843,0.9458144220085679,0.8562529568993996
51,0.1049588858700843,0.0258315908005169,0.9437994143149615,0.8504006646257044
