y_obs,c_obs,w_obs,g_obs,y_obs_ruk,c_obs_ruk,w_obs_ruk,g_obs_ruk,g_obs_uk
-0.0066518554788658445,-0.0008231284615494534,0.0039032808993257847,-0.007793517777616403,0.0020549781459893823,0.0017206392547108756,0.0023852942990677025,0.013746954829417849,0.013664459701243907
-0.016800622178671756,0.0013854379660500253,-0.008801790448407681,0.008679822670251231,-0.0028917580907616325,0.0032455706497331754,-0.007414395117132095,-0.01416837990168823,-0.014250809931337378
-0.0009376117052350111,-0.006244874600159138,-0.006462186440964418,0.007901346033403518,-0.0017300477198522357,-0.01103186363798271,0.0006944695204294579,-0.012439168085495996,-0.012521533325758845
0.014422193739450282,0.007812027553539343,0.0054468810656511605,-0.05018195455742237,-0.0018046352019060363,0.006757216794421638,-0.005048232663076241,-0.006687133557312816,-0.00669042321110131
0.0008857292798255287,-0.004292744334270219,-0.01636447677469777,-0.013789493879538777,-0.000823293184930064,0.001626625765472,-0.015015447791288878,-0.01692723476994534,-0.016930482306764368
0.0022186101120865473,0.000666284147206893,-0.00400382536822042,-0.013337976950988166,-0.002777061532587878,0.0026587766150070074,-0.006871962992797293,0.006606984882249481,0.006603779507865775
0.006844246738948765,-0.0038314126505288133,8.437913471625669e-05,0.011637118617909932,0.005912361915903008,-0.0025448390717486397,0.005047727387334227,0.014709892417857088,0.014706729251438504
-0.006546285444206792,0.0022760179983069744,0.007378936004442499,0.004012926211749741,-0.003508053498035336,0.006433773709269218,-0.0037677246309688,-0.05782433018245453,-0.057839811979148066
0.0007242200838340792,0.004396540183381388,0.0036552172070591867,-0.015211323132640191,0.009401535641785651,0.00689468628708466,0.002460351170594571,-0.001180267178775449,-0.0011957708455152044
0.009566532168053452,0.021193864019531678,-0.005066246833377535,0.0024703004435056974,-0.003962815949866295,0.01647864951776311,-0.005113845235385767,0.003979381930644013,0.003963856409339877
0.0014916376744900958,0.002832641943906607,-0.016234672797955433,-0.025405033482342923,-0.0006055357356364211,-0.008594370203232294,-0.010669502167554185,0.025071221906637856,0.0250556745462343
0.004866537588198081,0.0065353501318083556,0.03445722827648678,0.007247602959049677,0.0032595941019258434,0.010165320373299857,0.023554803549891874,-0.05238706712913882,-0.05237288257250201
0.0045360282415488375,0.002811578436274294,-0.004770637425657314,-0.025050070330836186,0.0039555707019830015,0.0033005869220266043,-0.007036122872634493,-0.003749877154985701,-0.0037358112680167593
0.0031179256155156906,-0.002939091048953772,0.005201498806723931,0.032488305349957045,0.002901796707212755,0.0037381110519134502,0.0057936067940809795,0.015606008926541574,0.015619956421246521
0.002904566479794066,0.00018814903519622384,-0.007631836658862584,0.006836164377549065,0.005823444666667465,0.00021459722091042794,-0.0033947429726128246,-0.018720907705363995,-0.0187070783263878
0.014149915050713478,0.0051138876004479155,0.007309184432127131,-0.003987455861902982,0.004720333275975607,0.01594340333391985,-0.005092655024053478,-0.007380461852902695,-0.007391689395156837
-0.006822602637946009,-0.010367223450131784,-0.018865053939062463,-0.0002783983692144099,0.0035866413286456777,-0.0012738229978259802,-0.016861345375004104,-0.0243276042810831,-0.024338960366381897
0.0026324754120453406,-0.006553741775187342,-0.0008257128832593933,-0.013933793481852101,0.0025049837019111665,-0.00239208713196627,0.006224131087774481,0.029761878841118975,0.02975039470072032
-0.007907627790139007,-0.0007941670526623685,0.00021905673018140582,-0.012883110633693422,0.00014097051778356627,-0.0023081374433717833,0.0059901656215495865,0.003505566453726519,0.003493954743701893
0.0033233044767578576,0.00585234220300009,-0.005451998992969559,0.0002879727223733374,0.0023574974150780237,0.011385864471960204,0.006642798523031573,-0.025983981148123444,-0.026013438525551442
-0.013003706204292389,0.001125250787871364,-0.0050731029984745265,-0.0024137936236107316,0.0003511491571349212,0.0027777670919524205,0.0033063581112125536,0.014900543244879497,0.01487100505656374
0.0010544999664479945,-0.014797500744107277,-0.0017623163593394379,-0.01969746472683255,0.003412684379204899,-0.00664243173853697,-0.0051395773766719725,-0.01353009549164835,-0.013559714189871293
-0.006930818638463922,0.008238048877783972,-0.010521943276442075,0.0071713960802014375,-0.0002980911651881313,0.00986189431592942,-0.00459671566208047,-0.008767047578723538,-0.008796746487373226
-0.003350677166386842,0.004247746015542971,0.005438206974473387,0.00720042894033966,0.0029480532741095844,0.009584375497566399,0.013013363354693447,-0.01727912622946953,-0.017316720404707282
0.0009231087988948758,0.0031897471086139344,-0.006101934693204308,-0.008382518912794306,0.0010806075925656289,0.0024216422805911513,-0.003981820728555291,0.0032796208686012877,0.0032419962418067045
-0.0025878979205066458,0.0009100646097195035,-0.00849280915498119,-0.0006455078676556193,0.0031528937140442126,0.00010276618319847658,-0.009443829191617176,-0.017959528500561536,-0.01799718352186614
0.009795814509079601,-0.002755295827917374,0.0021416448798894324,0.0026218096817952462,0.004039336379625235,0.0008517056882790691,0.002878214146738117,0.005070020069056827,0.005032334710144242
0.004139637656712967,-0.008126503147756241,0.009617326006174038,0.0001792623690016603,0.001985044457741013,0.0017894990311455466,0.009659723160156347,-0.011502104466605875,-0.011493543087085008
0.008828648942886683,0.001129007283561874,-0.004973020585773208,-0.0017390730319096926,0.001784141062995802,0.006517180959217704,-0.0008344020725323201,-0.0018926871138542052,-0.0018842156986226882
-0.008753492041798563,0.0034761803218045966,-0.005784300871072739,-0.0011622803578360697,0.0028919000716474785,-0.0006278988734778174,-0.005134891498414113,-0.007282438399032362,-0.007274056775886612
-0.004487721181270079,0.009722600918452746,0.0005772293499339783,-0.0028055218859301,-0.0018644826868853726,0.00675745723515918,0.01163103100070601,-0.0021652391596568817,-0.0021569471568311854
0.01051160984569086,-0.0033734810447949943,-0.01374689552955966,-0.0036639922622235966,0.0013720676024773881,-0.00480506955047867,-0.009550485838669182,-0.02059469487668125,-0.020648252619637382
-0.006217870875880795,-0.0006456123431517842,0.014014480279779468,-0.0006550394488883549,0.002376625305383472,0.00269053715408839,0.011521005811419521,-0.002323904409398278,-0.0023774701082845467
-0.002163972423797536,0.009196981201670302,0.0059709875796589654,-0.0031410938594215333,-0.0005976063915937202,0.004773179890535261,0.00254219371228232,-0.0012413368794825215,-0.0012949105230110674
0.0035772126839533655,-0.005025067947516819,0.013265569659304694,0.007180184775292238,0.0031179659329519482,-0.001235859370680948,0.006562852218439169,-0.0016238518814685717,-0.001677433458369299
-0.0025625763167746144,-0.00202928682773255,-0.001359549764345496,0.0051715387376492904,-0.002411226100197551,-0.0024660125334794564,0.003924441534513051,-0.012152080144277096,-0.012117550136032391
0.0007514549222061603,-0.012512065257038112,-0.005495030690579222,0.006707641483368538,0.0025808967188112974,-0.008699055910964105,-0.007612611279134313,-0.0037900286156584114,-0.0037556476325073035
-0.00695376791462601,-0.008187426425140958,-0.013880265712345357,-0.0015918873767747522,-0.0037604793923877067,-0.008138821081614246,-0.016991651599707884,-7.304153982861956e-05,-3.8809236362963816e-05
-0.041939357045969544,-0.038756042840720574,-0.014284778686644467,-0.02576683151869709,-0.030271531589034884,-0.043771579605219615,-0.010628108537053144,-0.002963145996692948,-0.002929062028573965
-0.2618100219222882,-0.3568526711731473,-0.11741053057322537,-0.0054288085238113504,-0.24043892908990377,-0.3265113879299799,-0.11095898328542425,-0.053371016198518084,-0.05326294490079659
0.16558066746445585,0.22964612458245523,0.05761363604350355,0.034868975367764996,0.1488314464695027,0.21471000662481532,0.056574447835479776,0.047031874886771796,0.047139250314947305
0.013537512035241537,0.004203589163846074,0.022591639568064977,0.01105123162632214,0.007248454996795561,-0.01757880564014892,0.021211504176963887,0.010987771250004667,0.011094455074072855
-0.008894651805868261,-0.02646699748932772,-0.010410889449414379,0.022358830627443246,-0.01539845249690679,-0.03522466253219682,-0.013010922682336662,-0.019705134933425125,-0.019599138482832408
0.06860597366152041,0.1253778957196676,0.036013608259673806,0.022457045683360696,0.06055324876015617,0.11682062485772414,0.04239138640383062,0.12111045275359206,0.12104848792735928
0.013616152397337575,0.005474813651081119,0.00018432682731761097,-0.003241418045739979,0.014497969082923733,0.02528799455916685,0.006983300274635845,-0.01563050388342518,-0.015692468709657965
0.0214912853472867,0.002618000761878532,-0.0002216195777848865,-0.010541264362023421,0.012446168987798666,0.006628331114587148,0.0019646655011463284,0.0033500915005382796,0.0032881266743054966
