y_obs,c_obs,w_obs,g_obs,y_obs_ruk,c_obs_ruk,w_obs_ruk,g_obs_ruk,g_obs_uk
0.0008651058354821359,0.0028877937653266255,0.018319048559514158,-0.020189110785805334,0.001118813149568142,0.004138901921050696,0.01146037067503653,-0.03617981459414271,-0.03610664568563555
-0.016244536689186486,0.0037528830158812436,0.0053445164921019864,0.005185123578153357,-0.0011821604231724747,0.008144035200572596,0.003829191439518603,-0.0013111401773177574,-0.0012383577096996617
-0.00995880729045653,-0.002548606223536291,-0.0036166506365442655,-0.01341701059424562,0.002050457293353135,-0.005932454583527992,-0.0050243532865218935,0.015080812467347219,0.015153210150581402
0.00485014776842738,0.01048865290820174,0.008937571386672167,0.011339740847101749,0.0029678100185073874,0.011519439347338555,0.02102637450327422,0.005829920795653645,0.005901935341545533
-0.0069692732007823575,0.012235546216016819,0.022419633216848475,-0.006267723108856276,-0.00031129394348810126,0.005814425184017523,0.016148713434153424,-0.014131414416952811,-0.014029682127069072
0.011738543018048862,-0.0002279999303072362,0.014133267635259456,0.013831738503863418,0.01232671554032112,0.002377692135997244,0.015240640182284054,0.01589673106501738,0.015997949691873452
0.006111979320034908,0.0031204600559986044,-0.0010835589181570396,-0.0008400817889479151,0.010054405177285796,-0.0027481775344109344,0.0005331431084348356,-0.005346823600256454,-0.005246116220328729
0.0034542667037265914,0.012458883742632449,-0.007526978833482639,-0.001500755681965631,0.0072098686778750525,0.010794358706158512,-0.0009209609885982243,0.014349032479980043,0.014449231013937074
-0.0017550137083463227,0.006861588849543095,0.020473834953996125,0.025304854069055124,0.0020198826985141183,0.005029141759711685,0.01817181252310502,0.011118953749712116,0.011162750145855597
0.0004891116892439015,0.00031524182721650185,0.010652797511300433,0.022635535720825536,0.0005806829458113272,0.0038902700783240867,0.011557240265629936,0.007225750442901027,0.00726917396227949
0.0004165739837723478,0.009459729359189557,0.02146304978337232,0.021507733325535447,-0.00022170258742797546,0.003356557076765953,0.020860097513879135,0.0001613459540162369,0.00020439856568659712
0.003391845387918788,-0.00290726949218371,0.005837433290178934,0.020583753025748983,0.004028156813213956,0.0034653478122643627,0.009572322013299555,-0.012874516363986895,-0.012831832704805542
0.007641396216558991,-0.0030348079733731144,-0.012173430618681374,-0.025737744497661766,-0.0008452365813215634,-0.011767261339676217,-0.017903470721277896,0.018918809324072253,0.018956481462866485
0.009068857846511545,0.011281108584167716,0.005218839542413084,0.02191740913851646,9.43129786064689e-05,0.010338239650227387,-0.0019361694355083895,0.015883290137592102,0.01592061226801649
0.00832971896199228,0.005018757763606237,0.009352484831957048,0.02123934654667302,-0.0028714745048574086,-0.006671492862571305,0.004696176519068345,0.0021026409196703314,0.002139614883263357
-0.009777802677737892,-0.006461718382532881,-0.007685322753519857,-0.016017166524590856,-0.0010218999609471935,0.0002071341486648997,-0.012211596330259972,0.0024073319110090056,0.0024439595364065753
0.0007091036225575806,0.004923912238883295,0.004728799011861623,0.0191265059175295,0.0008087212963108869,-0.006589890123065224,-0.007625858702668459,-0.006100128389619539,-0.006066927568202102
0.0077356314076591805,0.004612343397893033,0.0014451346595358802,-0.0037053277816282582,0.002799490982537799,0.003908598342063684,-0.002287667975171487,0.01823904467792509,0.01827192277210026
-0.0008113528844960996,0.006225166076030815,0.00044774492377052744,-0.0049383381914666225,0.003915239738002962,0.0031553846061569296,0.0013776712559932566,0.01528575141723049,0.015318308423465425
0.0087149569607726,-0.006125890897902979,-0.006384590653203853,0.030741732420642584,0.0018861459176476403,-0.0002956808377387993,0.0014762272172750886,-0.001361464827456413,-0.0013292272809450395
0.004285050305882752,0.000981621879578361,0.0020260558773634815,0.012872507903183601,0.0038212499550516854,-0.003215548702303351,-0.004453076211084756,0.023779614737620417,0.023777709767919313
0.009466942567882473,0.005765898878829352,0.010968691467008624,0.0017947420819067594,0.0051081751620617,0.005765101371060887,0.013139597457310586,-0.004074385509482856,-0.0040765283481795705
0.00021688466406941413,0.005071396427092052,0.007205829621114374,0.012575080225257869,0.0030457003699569485,0.005205823402898645,0.008815672160633675,-0.0027375556996342395,-0.0027399349968814718
0.03928592350205426,0.004642929904960587,0.0035012179274702634,0.01067976590622109,-0.00025442609419539354,0.0024025823522799577,0.011513325933362467,0.01752699204937908,0.017524377692897546
-0.03729383182254034,-0.0027833670373090076,-0.010628496496020384,-0.02756086427759165,-0.0002163314981346487,-0.005905129401169397,-0.016860770354148284,0.025610243895865917,0.02563044291482202
0.003920157377135556,0.004943223916145952,0.011235685928503875,0.023846984738177354,-0.003099720821103814,0.003153847590320546,0.011790457065668008,-0.004874015101800464,-0.0048542681438703056
-0.0028788778928300588,-0.005468387018096303,-0.004039520351183606,0.005877919152403306,-0.00231953783176302,-0.00617078504983516,-0.005069578779206935,-0.0066592857625883935,-0.0066399871448258934
0.006667806316404377,0.008490746641467834,0.005557517672368112,0.015139542439161031,0.002006167630642496,0.00653674535851566,0.01148753896106009,-0.008151557851057308,-0.008132703893331601
0.009793859239029732,-0.009653584221742267,-0.007824611520850682,0.010809174177361809,0.004166049195250276,-0.014415473366019128,-0.01427740753977374,0.03246724006803553,0.032476819687164586
0.007486877175793747,0.009646705982350807,0.005358682217825978,0.006040153593626625,0.0032952081689679546,0.01014406045392645,0.007391970167951961,0.00020809985132103342,0.0002173189266863546
0.018814119528771964,0.021264090199926994,0.0007202064901261581,-0.0058845427663986195,0.005144862271514294,0.008581134913187448,-0.0051993540670056074,0.004807909954094139,0.004816771204432074
0.0022016770198816957,0.0028030427457545653,0.005445426466259113,-0.0028733269250237493,-0.001793197055243324,-0.012242964483332187,0.01596725676172512,-0.01786077971748384,-0.01785227360070491
-0.006711724860772119,-0.0025764354324797996,-0.01358751603159059,-0.018690004875396973,-0.002860787784338227,-0.0073764532917686264,-0.02133713344693649,0.021174403822821933,0.021129873663083658
-0.013775632704346254,-0.000925770191787338,0.002414149615725498,-0.011318881068714719,-0.003784224114434066,0.002985173460264378,-0.0004615949822812052,-0.014085231304421238,-0.014129848934000662
0.014742176431461782,0.01171661969091527,0.032759776914498044,-0.0011906851799447105,-0.0008461469728463966,-0.0012239232366691006,0.022978493650545113,0.004540069716647391,0.004495365273838475
-0.0016722329067088396,-0.0022435477954445933,0.009066939527479162,0.0011737197871001092,0.005158491017915944,-0.00259842376129994,0.013232642666548394,0.014675165777909453,0.01463037517192705
-0.011935545126219662,-0.0014495157368914864,-0.00776143565720267,-0.0034060991937169428,0.0018513629694255174,0.0026798624290618072,-0.017907103121683247,-0.014536196098772155,-0.014570454938424411
0.011443275408974028,0.010788869124049822,0.015699880444055566,0.009674098349666023,0.002868100540142814,0.020323166851491815,0.014244230833102172,0.0002367086023585289,0.00020233851841338583
0.020452264152157926,0.0007570250997303756,0.0034453238011598005,-0.021234594420976763,0.0018771217132168105,-0.002233969485440091,-0.0041857451971884455,0.0019025361704996828,0.0018680555109285507
-0.01664296687401703,0.0027528863109775497,0.0008749972880432951,0.024074494873876126,0.00013064644613620556,0.0038399900684422555,0.004940612146354056,-0.010263288265210665,-0.010297878837091275
0.0019872052112178437,-0.015480021476556732,-0.027923162028035357,-0.027797381333651963,-0.00876920560541532,-0.013054190048477089,-0.031171002543136365,0.00018031370936927565,0.00012012012171185808
-0.02148421116714574,-0.026437825856803914,-0.0264840272828395,-0.018088460719430835,-0.01923964887913592,-0.020946360122336093,-0.02551951435959359,-0.006020977070117337,-0.006081175269319678
-0.01620176647747198,-0.03709018544284696,-0.014964509528779596,-0.003760138672720752,-0.026601059487042212,-0.04410604343705972,-0.020385327110333966,-0.02556054777373856,-0.025620750566500212
-0.012761042161313487,0.00806381922605844,-0.028151490525687443,-0.010204782503648995,-0.023588285361402162,-0.002593772424193353,-0.017246702262134254,0.039106297062033335,0.039046089693606505
-0.016514940329002716,-0.009370881914935441,0.014547423410889321,-0.011752955352735699,-0.007141499252770456,-0.004313264687275676,0.0036704324261687734,-0.006239199410543681,-0.006296746648919166
0.0012816773879394702,-0.009291027378758126,-0.016382564451876917,0.000922220268589553,-0.0029457656125745813,-0.0060946305378044695,-0.01308050879485328,-0.0021638981863769087,-0.0022214593386455433
0.004220502225161436,0.0059351624042109545,0.022577678933279884,-0.010927824373652266,-0.0008609037425716848,0.008755655480942913,0.01886785738674985,0.027772374667931313,0.027714799667404137
-0.013599650823816003,-0.025211034548019245,-0.021476656717220436,-0.01563128727417741,0.005191569652057981,-0.02372769700436651,-0.011670766155150886,-0.011212385360993945,-0.011269974144561608
0.008431208160675528,0.017775932938065748,-0.005572007894943725,-0.0017600691933174085,0.007102737553232496,0.029418837420090094,-0.006042264504881373,-0.007837625462019101,-0.00792018599983075
